invoice_id,customer_id,subscription_id,issue_date,due_date,subtotal,tax,total,paid_amount,payment_status,paid_date,payment_method,currency
INV-02280,CUST-0408,SUB-00286,25-Jan-2025,11-Mar-2025,$ 1172.43,$ 58.62,$ 1231.05,$ 1231.05,paid,03-10-2025,bank_transfer,USD
INV-02046,CUST-0086,SUB-00269,2023-01-25T00:00:00,"Feb 24, 2023",896.84,161.43,1058.27,1058.27,paid,10-Apr-2023,Credit Card,USD
INV-01945,CUST-0376,SUB-00575,11-Dec-2022,2023-02-09T00:00:00,$743.10,$74.31,$817.41,$817.41,paid,2023/02/10,wire,USD
INV-01348,CUST-0051,SUB-00448,2022-09-15,2022/09/30,$801.39,$104.18,$905.57,$905.57,paid,30-Oct-2022,bank_transfer,EUR
INV-01800,CUST-0250,SUB-00323,2024/07/22,05-Sep-2024,$221.73,$17.74,$239.47,$239.47,paid,04/12/2024,PAYPAL,AED
INV-02678,CUST-0303,SUB-09238,2025-10-26,25-Nov-2025,$52.12,$0.00,$52.12,$52.12,paid,11/30/2025 00:00,wire,EUR
INV-00808,CUST-0436,SUB-00100,"Mar 10, 2023",2023/05/09,$947.79,$189.56,$1137.35,$1137.35,paid,06-23-2023,bank_transfer,USD
INV-01401,CUST-0034,SUB-00210,03/26/2023 00:00,25/04/2023,$ 482.80,$ 39.54,$ 482.80,$ 306.45,partial,2023-05-10T00:00:00,wire,EUR
INV-01633,CUST-0180,SUB-00105,06/12/2023 00:00,07/12/2023 00:00,USD 56.58,USD 11.32,USD 67.90,USD 67.90,paid,10/09/2023,PAYPAL,EUR
INV-02230,CUST-0162,SUB-00754,06/01/2024 00:00,07/31/2024 00:00,$270.51,$22.68,$284.04,$153.00,partial,25-Aug-2024,paypal,USD
INV-00936,CUST-0379,SUB-00558,11-Jul-2023,2023/08/25,$1198.41,$59.92,$1258.33,$1258.33,paid,09/04/2023 00:00,wire,USD
INV-00214,CUST-0129,SUB-00768,2024-10-24T00:00:00,23/11/2024,USD 351.13,USD 70.23,USD 421.36,USD 421.36,paid,02-21-2025,bank_transfer,AED
INV-00067,CUST-0035,SUB-00725,2025/07/21,09/04/2025 00:00,$ 997.29,$ 49.86,$ 1047.15,$ 1047.15,paid,2025-09-03,bank_transfer,USD
INV-00922,CUST-0109,SUB-00118,01-Jul-2025,31/07/2025,$517.35,$25.87,$543.22,$543.22,paid,"Jul 30, 2025",PAYPAL,EUR
INV-00163,CUST-0288,SUB-00502,01/30/2023 00:00,2023/03/01,568.50,28.43,596.93,596.93,paid,05/30/2023 00:00,PAYPAL,GBP
INV-00283,CUST-0461,SUB-00195,"Dec 09, 2024",2025/01/23,183.00,0.00,183.00,183.00,paid,24/01/2025,paypal,USD
INV-02444,CUST-0464,SUB-00394,2025-02-14T00:00:00,"Mar 16, 2025",EUR 892.32,EUR 116.00,EUR 1008.32,EUR 1008.32,paid,04/15/2025 00:00,bank_transfer,USD
INV-00252,CUST-0422,SUB-00398,07/30/2024 00:00,2024/08/14,$32.82,$3.28,$36.10,$36.10,paid,10-13-2024,,EUR
INV-01150,CUST-0324,SUB-00695,07/30/2024 00:00,08-29-2024,$835.33,$167.07,$1002.40,$1002.40,paid,2024/09/03,,USD
INV-02083,CUST-0081,SUB-00786,"Dec 14, 2025",28/01/2026,$107.24,$5.36,$112.60,$112.60,paid,2026/02/02,,AED
INV-00560,CUST-0183,SUB-00461,24-Sep-2025,2025-10-24,757.91,60.63,818.54,382.01,partial,14-Nov-2025,Credit Card,USD
INV-01205,CUST-0157,SUB-00541,2024/07/19,2024-08-03T00:00:00,EUR 527.46,EUR 0.00,EUR 527.46,EUR 527.46,paid,13-Aug-2024,Credit Card,USD
INV-00791,CUST-0284,SUB-00360,"Jun 12, 2025",2025/06/27,864.70,0.00,864.70,413.82,partial,07-07-2025,PAYPAL,USD
INV-00117,CUST-0273,SUB-00483,2025-08-15,2025-09-29T00:00:00,USD 433.98,USD 21.70,USD 455.68,USD 455.68,paid,2025-09-28T00:00:00,PAYPAL,GBP
INV-02780,CUST-0217,SUB-00192,06/15/2023 00:00,06/30/2023 00:00,$706.85,$56.55,$763.40,$763.40,paid,"Aug 14, 2023",bank_transfer,AED
INV-00641,CUST-0391,SUB-00049,2024/03/14,2024-04-28T00:00:00,$777.69,$77.77,$855.46,$855.46,paid,2024/05/01,paypal,AED
INV-01593,CUST-0438,SUB-00182,2024/07/18,01-Sep-2024,EUR 701.29,EUR 35.06,EUR 736.35,EUR 736.35,paid,2024-09-11T00:00:00,credit_card,USD
INV-00998,CUST-0487,SUB-00732,06/04/2025 00:00,19/07/2025,$613.64,$79.77,$693.41,$693.41,paid,2025-08-08,bank_transfer,GBP
INV-00015,CUST-0484,SUB-00392,04/05/2024,2024-05-19,$660.46,$0.00,$660.46,$404.12,partial,2024/06/03,credit_card,USD
INV-00013,CUST-0045,SUB-00600,02/22/2024 00:00,07-Apr-2024,EUR 432.72,EUR 43.27,EUR 475.99,EUR 475.99,paid,2024-07-06T00:00:00,paypal,USD
INV-01901,CUST-0379,SUB-00188,17-Jul-2023,15/09/2023,$312.25,$40.59,$352.84,$352.84,paid,2023-09-14T00:00:00,Credit Card,USD
INV-00314,CUST-0111,SUB-00005,"Jul 30, 2023",08-14-2023,$650.33,$32.52,$682.85,$682.85,paid,2023-10-13T00:00:00,bank_transfer,GBP
INV-02856,CUST-0461,SUB-00627,2023-03-18,04-17-2023,$568.36,$56.84,$625.20,$625.20,paid,2023-05-17T00:00:00,credit_card,AED
INV-00713,CUST-0117,SUB-00415,12/17/2023 00:00,16/01/2024,$ 1047.42,$ 0.00,$ 1047.42,$ 1047.42,paid,01-15-2024,credit_card,EUR
INV-01245,CUST-0271,SUB-00209,07-03-2024,02-Aug-2024,EUR 354.85,EUR 0.00,EUR 354.85,EUR 354.85,paid,"Aug 02, 2024",Credit Card,EUR
INV-02788,CUST-0232,SUB-00542,2025-01-16,02/15/2025 00:00,$321.02,$16.05,$337.07,$337.07,paid,05/16/2025 00:00,paypal,USD
INV-00146,CUST-0347,SUB-00012,14-Mar-2023,2023-04-28T00:00:00,$390.75,$19.54,$410.29,$410.29,paid,2023-07-27,paypal,EUR
INV-01273,CUST-0306,SUB-09937,03/01/2024 00:00,2024/03/31,$87.92,$15.83,$103.75,$103.75,paid,05/15/2024 00:00,PAYPAL,GBP
INV-02763,CUST-0085,SUB-00410,2022/10/17,12/01/2022 00:00,$1093.43,$218.69,$1312.12,0,UNPAID,,Credit Card,AED
INV-01773,CUST-0334,SUB-00455,11-29-2025,29/12/2025,$ 903.40,$ 117.44,$ 1020.84,$ 1020.84,paid,2026-02-12T00:00:00,bank_transfer,GBP
INV-02372,CUST-0484,SUB-00194,05-10-2023,09-Jun-2023,$ 441.79,$ 44.18,$ 485.97,$ 485.97,paid,2023-06-12,bank_transfer,USD
INV-01719,CUST-0244,SUB-00443,12/14/2023 00:00,2024-01-13,$476.69,$61.97,$538.66,$168.18,partial,01-20-2024,paypal,AED
INV-02051,CUST-0222,SUB-00624,"Apr 20, 2023",06/19/2023 00:00,$670.77,$67.08,$737.85,$737.85,paid,2023/08/03,PAYPAL,GBP
INV-01610,CUST-0053,SUB-00357,2024/06/02,"Jul 17, 2024",$1107.76,$144.01,$1251.77,$1251.77,paid,01-Aug-2024,Credit Card,AED
INV-00599,CUST-0150,SUB-00382,"Feb 24, 2023",26-Mar-2023,$992.12,$79.37,$1071.49,$1071.49,paid,05-25-2023,,USD
INV-02326,CUST-0156,SUB-00281,2025-05-26,2025-06-25,$365.09,$18.25,$383.34,$383.34,paid,08-24-2025,Credit Card,USD
INV-01940,CUST-0390,SUB-00116,09-12-2023,10-12-2023,EUR 473.78,EUR 85.28,EUR 559.06,EUR 559.06,paid,10/12/2023 00:00,paypal,GBP
INV-02737,CUST-0143,SUB-00025,2023-05-07T00:00:00,2023/06/06,$354.66,$35.47,$390.13,$390.13,paid,2023/06/09,wire,GBP
INV-01406,CUST-0404,SUB-00420,20-Oct-2022,19/12/2022,$774.38,$0.00,$774.38,$774.38,paid,02/02/2023 00:00,credit_card,USD
INV-02639,CUST-0295,SUB-00617,04-21-2024,2024-05-21,$247.81,$0.00,$247.81,$247.81,paid,2024-07-05,paypal,GBP
INV-02349,CUST-0143,SUB-00624,2024/09/14,2024-11-13,$854.18,$170.84,$1025.02,$1025.02,paid,11/18/2024 00:00,paypal,GBP
INV-02339,CUST-0372,SUB-00672,2025-09-27T00:00:00,2025-10-27T00:00:00,$258.92,$12.95,$271.87,$271.87,paid,2025-11-06,credit_card,USD
INV-01393,CUST-0109,SUB-00646,2023-12-06T00:00:00,01-05-2024,$184.13,$0.00,$184.13,$184.13,paid,04/01/2024,credit_card,USD
INV-02215,CUST-0302,SUB-00364,2023-12-18,01-02-2024,USD 770.03,USD 0.00,USD 770.03,USD 770.03,paid,02-01-2024,paypal,EUR
INV-00466,CUST-0077,SUB-00502,"Sep 16, 2024",11-15-2024,AED 844.34,AED 109.76,AED 954.10,,Overdue,,Credit Card,USD
INV-00156,CUST-0228,SUB-00436,2024-07-29,08/28/2024 00:00,EUR 847.18,EUR 42.36,EUR 889.54,EUR 889.54,paid,11/26/2024 00:00,Credit Card,USD
INV-02591,CUST-0483,SUB-00700,2022/12/26,2023-02-24T00:00:00,$1175.51,$235.10,$1410.61,$1410.61,paid,"Feb 25, 2023",wire,GBP
INV-01377,CUST-0323,SUB-00260,10-21-2025,2025-12-05T00:00:00,$572.04,$0.00,$572.04,$572.04,paid,06/12/2025,bank_transfer,AED
INV-01435,CUST-0284,SUB-00614,2023-06-10T00:00:00,25/06/2023,USD 376.27,USD 0.00,USD 376.27,USD 376.27,paid,2023/09/23,paypal,USD
INV-01789,CUST-0493,SUB-00135,11/11/2022 00:00,2022-12-11T00:00:00,AED 640.05,AED 64.00,AED 704.05,AED 704.05,paid,01-10-2023,,AED
INV-02239,CUST-0308,SUB-00678,15/02/2023,03-17-2023,1120.18,201.63,1321.81,1321.81,paid,15-Mar-2023,Credit Card,USD
INV-01277,CUST-0269,SUB-00291,2025-03-19,2025-04-18T00:00:00,$997.06,$0.00,$997.06,$997.06,paid,04/28/2025 00:00,credit_card,EUR
INV-00418,CUST-0463,SUB-00183,12/06/2023 00:00,05-Jan-2024,$826.66,$165.33,$991.99,$0.00,overdue,,paypal,GBP
INV-02997,CUST-0270,SUB-00023,16/11/2025,2025-12-16T00:00:00,$692.07,$69.21,$761.28,$761.28,paid,"Feb 14, 2026",credit_card,EUR
INV-02301,CUST-0233,SUB-00278,2025-08-03,"Oct 02, 2025",169.18,0.00,169.18,169.18,paid,01/10/2025,PAYPAL,GBP
INV-02862,CUST-0408,SUB-00015,2025-05-16T00:00:00,2025/06/15,AED 810.92,AED 40.55,AED 851.47,AED 851.47,paid,2025-06-16T00:00:00,bank_transfer,AED
INV-00274,CUST-0381,SUB-00372,02-13-2024,03-14-2024,$668.63,$120.35,$788.98,$788.98,paid,13/04/2024,,AED
INV-00384,CUST-0236,SUB-09950,2025-09-29,28-Nov-2025,AED 1197.85,AED 215.61,AED 1413.46,AED 1413.46,paid,2025-12-08T00:00:00,credit_card,AED
INV-00732,CUST-0444,SUB-00637,05-Jun-2025,07-05-2025,AED 782.28,AED 101.70,AED 883.98,AED 468.84,partial,2025/07/10,paypal,USD
INV-00433,CUST-0311,SUB-00354,"Nov 13, 2024",12/28/2024 00:00,$ 479.32,$ 23.97,$ 503.29,$ 503.29,paid,29-Dec-2024,Credit Card,USD
INV-02354,CUST-0166,SUB-00070,09-29-2022,10-14-2022,$772.61,$77.26,$849.87,$849.87,paid,2022-10-15,paypal,GBP
INV-00172,CUST-0229,SUB-00393,2025-09-30,30/10/2025,$546.97,$27.35,$574.32,$574.32,paid,"Oct 31, 2025",paypal,USD
INV-01880,CUST-0059,SUB-00086,"Sep 02, 2022","Oct 17, 2022",$ 861.74,$ 0.00,$ 861.74,$ 861.74,paid,12/16/2022 00:00,credit_card,AED
INV-02169,CUST-0048,SUB-00353,16/10/2023,11-15-2023,$985.13,$0.00,$985.13,$985.13,paid,14-Jan-2024,wire,USD
INV-00666,CUST-0245,SUB-00253,2024-06-10,07/10/2024 00:00,$551.80,$99.32,$651.12,$651.12,paid,30-Jul-2024,PAYPAL,GBP
INV-02585,CUST-0110,SUB-00528,04-29-2024,06-28-2024,EUR 1197.81,EUR 119.78,EUR 1317.59,EUR 1317.59,paid,07-28-2024,Credit Card,USD
INV-01768,CUST-0049,SUB-00158,01/09/2024,2024-10-16T00:00:00,$891.74,$178.35,$1070.09,$1070.09,paid,11-05-2024,PAYPAL,AED
INV-00477,CUST-0147,SUB-00475,2025/03/30,2025/05/29,$730.34,$0.00,$730.34,$730.34,paid,27-May-2025,bank_transfer,AED
INV-01736,CUST-0011,SUB-00248,2024/09/14,29-Sep-2024,$1134.10,$0.00,$1134.10,$1134.10,paid,12-28-2024,bank_transfer,USD
INV-02096,CUST-0497,SUB-00588,"Jan 29, 2023",2023-02-28,$40.80,$7.34,$48.14,$48.14,paid,2023-03-10,bank_transfer,USD
INV-01345,CUST-0063,SUB-00777,2025/12/01,2025-12-31T00:00:00,$45.24,$0.00,$45.24,$45.24,paid,2026/01/30,PAYPAL,AED
INV-00849,CUST-0131,SUB-00784,2023/09/08,2023-10-08,$1034.38,$51.72,$1086.10,$1086.10,paid,08/10/2023,Credit Card,USD
INV-02549,CUST-0349,SUB-00224,2022-08-30T00:00:00,2022/09/29,$745.39,$37.27,$782.66,$782.66,paid,2022-10-02,,USD
INV-02406,CUST-0110,SUB-00330,"Aug 27, 2023",09-26-2023,658.47,0.00,658.47,658.47,paid,2023-09-26T00:00:00,bank_transfer,USD
INV-00302,CUST-0373,SUB-00790,11/05/2023 00:00,2023-11-20T00:00:00,$608.54,$109.54,$718.08,$0.00,unpaid,N/A,Credit Card,AED
INV-00133,CUST-0405,SUB-00180,09-15-2024,15/10/2024,$633.35,$0.00,$633.35,$633.35,paid,11-29-2024,Credit Card,AED
INV-01278,CUST-0454,SUB-09993,11/22/2024 00:00,2024-12-22T00:00:00,$374.37,$29.95,$404.32,$404.32,paid,"Dec 23, 2024",paypal,USD
INV-00489,CUST-0468,SUB-09800,2025/09/13,2025-10-13T00:00:00,$1038.01,$0.00,$1038.01,$1038.01,paid,18-Oct-2025,wire,USD
INV-02777,CUST-0269,SUB-00434,2024-07-18,2024/08/17,EUR 991.13,EUR 49.56,EUR 1040.69,EUR 1040.69,paid,10/16/2024 00:00,credit_card,USD
INV-01198,CUST-0023,SUB-00247,2025-01-30,2025/02/14,$78.37,$10.19,$88.56,$88.56,paid,2025-02-19T00:00:00,paypal,USD
INV-01211,CUST-0266,SUB-00727,01-13-2024,13-Mar-2024,EUR 236.33,EUR 11.82,EUR 248.15,EUR 248.15,paid,2024-04-02,credit_card,EUR
INV-01510,CUST-0392,SUB-00388,09/21/2023 00:00,11-20-2023,$602.98,$60.30,$663.28,$663.28,paid,2023/12/20,PAYPAL,EUR
INV-00306,CUST-0414,SUB-00489,13/01/2025,12/02/2025,$360.16,$32.63,$406.98,$270.84,partial,12-Mar-2025,paypal,GBP
INV-00244,CUST-0473,SUB-00720,"Nov 08, 2025","Dec 08, 2025",$484.11,$87.14,$571.25,$386.12,partial,28/12/2025,Credit Card,GBP
INV-00351,CUST-0388,SUB-00549,2022/09/05,2022/10/05,AED 900.13,AED 117.02,AED 1017.15,AED 1017.15,paid,10-10-2022,,USD
INV-02642,CUST-0336,SUB-00316,"Jul 20, 2023",08-19-2023,$ 487.53,$ 0.00,$ 487.53,$ 487.53,paid,"Sep 18, 2023",paypal,USD
INV-00814,CUST-0481,SUB-00126,06/01/2023,2023-02-05T00:00:00,$365.49,$0.00,$365.49,$365.49,paid,"Mar 07, 2023",bank_transfer,USD
INV-00061,CUST-0420,SUB-00694,2024-10-03T00:00:00,"Nov 02, 2024",USD 1069.48,USD 0.00,USD 1069.48,0,unpaid,,bank_transfer,USD
INV-01687,CUST-0339,SUB-00050,08/04/2022 00:00,03/10/2022,$ 527.46,$ 105.49,$ 632.95,$ 632.95,paid,01/01/2023 00:00,PAYPAL,USD
INV-02576,CUST-0186,SUB-00761,09-14-2022,2022-09-29,913.26,91.33,1004.59,1004.59,paid,2022-11-28T00:00:00,,USD
INV-00618,CUST-0221,SUB-00012,2025/04/25,2025-06-09T00:00:00,$573.94,$91.66,$688.73,$688.73,paid,2025-06-07T00:00:00,PAYPAL,USD
INV-02605,CUST-0324,SUB-00198,07-09-2024,08-Aug-2024,$1147.02,$114.70,$1261.72,$1261.72,paid,2024-09-22,bank_transfer,GBP
INV-02773,CUST-0380,SUB-00630,09/01/2024 00:00,"Sep 16, 2024",$434.52,$34.76,$469.28,$169.60,partial,10/05/2024 00:00,wire,AED
INV-00863,CUST-0454,SUB-00455,"Aug 17, 2025","Sep 16, 2025",$84.99,$8.50,$93.49,,UNPAID,,PAYPAL,USD
INV-01520,CUST-0428,SUB-00220,2025-09-30,2025-10-30,$550.25,$55.03,$605.28,$605.28,paid,04-Nov-2025,Credit Card,EUR
INV-00731,CUST-0176,SUB-00098,"Dec 11, 2023",01-10-2024,$31.75,$4.13,$35.88,$35.88,paid,2024-01-20T00:00:00,paypal,EUR
INV-00854,CUST-0404,SUB-00429,2022-07-04,08-03-2022,$611.02,$122.20,$733.22,$733.22,paid,2022/08/04,paypal,USD
INV-00982,CUST-0147,SUB-00293,12/04/2024 00:00,2025/01/03,$1087.75,$87.02,$1174.77,$1174.77,paid,2025-01-04T00:00:00,paypal,AED
INV-02542,CUST-0071,SUB-00247,20-Dec-2023,03/02/2024,$ 989.71,$ 0.00,$ 989.71,$ 989.71,paid,2024/02/06,,USD
INV-00587,CUST-0412,SUB-00789,2023-06-27,2023-07-27T00:00:00,$ 783.52,$ 101.86,$ 885.38,$ 885.38,paid,"Sep 10, 2023",bank_transfer,USD
INV-00128,CUST-0420,SUB-00612,12-13-2025,12/01/2026,$371.47,$18.57,$390.04,$390.04,paid,2026/01/10,Credit Card,EUR
INV-00899,CUST-0127,SUB-00098,"Jun 19, 2025",07-04-2025,$805.02,$80.50,$885.52,$885.52,paid,"Jul 05, 2025",bank_transfer,EUR
INV-02117,CUST-0432,SUB-00654,16/07/2024,"Jul 31, 2024",$621.21,$111.82,$733.03,$733.03,paid,30-Aug-2024,PAYPAL,USD
INV-02127,CUST-0004,SUB-00484,"Jun 19, 2023",2023-07-19T00:00:00,$1003.66,$50.18,$1053.84,$1053.84,paid,07/17/2023 00:00,paypal,EUR
INV-01666,CUST-0342,SUB-00003,2023-06-28T00:00:00,2023-07-28T00:00:00,$1065.36,$85.23,$1150.59,$1150.59,paid,2023/07/29,PAYPAL,USD
INV-02311,CUST-0204,SUB-00694,2024/08/26,2024-09-25T00:00:00,$111.63,$5.58,$117.21,$117.21,paid,2024/09/24,PAYPAL,USD
INV-01904,CUST-0103,SUB-00092,2024/10/03,02/11/2024,USD 470.29,USD 23.51,USD 493.80,USD 493.80,paid,2024-10-31,wire,USD
INV-00474,CUST-0204,SUB-00028,01-Feb-2024,02-16-2024,$928.83,$92.88,$1021.71,$1021.71,paid,2024-02-14T00:00:00,wire,EUR
INV-01506,CUST-0014,SUB-00622,2023/05/03,2023-07-02T00:00:00,$ 388.86,$ 77.77,$ 466.63,$ 466.63,paid,"Jul 22, 2023",Credit Card,EUR
INV-02486,CUST-0356,SUB-00208,2025-03-07,06-Apr-2025,AED 768.07,AED 153.61,AED 921.68,AED 921.68,paid,06/05/2025 00:00,PAYPAL,AED
INV-02701,CUST-0289,SUB-00518,2023-11-05,2023-12-05,$541.24,$97.42,$638.66,$638.66,paid,05/12/2023,paypal,GBP
INV-01418,CUST-0083,SUB-00590,2025-03-09T00:00:00,"Apr 08, 2025",$682.42,$54.59,$737.01,$737.01,paid,"Apr 28, 2025",Credit Card,GBP
INV-01654,CUST-0268,SUB-00296,27/03/2023,2023/04/26,$975.26,$175.55,$1150.81,$1150.81,paid,2023-04-25,wire,AED
INV-02674,CUST-0441,SUB-00660,17/03/2025,"Apr 16, 2025",USD 725.91,USD 36.30,USD 762.21,USD 762.21,paid,04/19/2025 00:00,Credit Card,EUR
INV-00778,CUST-0313,SUB-00691,15/07/2023,2023-08-14T00:00:00,$ 183.44,$ 14.68,$639.06,,overdue,N/A,PAYPAL,AED
INV-02022,CUST-0077,SUB-00219,2025/07/24,23-Aug-2025,$477.28,$62.05,$539.33,$539.33,paid,"Nov 21, 2025",wire,USD
INV-00790,CUST-0404,SUB-00730,10-May-2025,09-Jun-2025,$968.15,$193.63,$1161.78,$1161.78,paid,2025-06-08T00:00:00,PAYPAL,AED
INV-01837,CUST-0419,SUB-00650,02-06-2025,2025-04-07,AED 694.01,AED 0.00,AED 694.01,AED 694.01,paid,10-Apr-2025,PAYPAL,GBP
INV-02500,CUST-0224,SUB-00655,13/06/2024,12/08/2024,$723.57,$36.18,$759.75,$759.75,paid,13-Aug-2024,credit_card,USD
INV-00246,CUST-0077,SUB-00046,03/20/2023 00:00,"May 04, 2023",EUR 897.93,EUR 179.59,EUR 1077.52,EUR 1077.52,paid,05/04/2023 00:00,Credit Card,USD
INV-01476,CUST-0007,SUB-00742,11/05/2024,2024-05-26,EUR 44.47,EUR 0.00,EUR 44.47,EUR 44.47,paid,2024-06-15,bank_transfer,GBP
INV-00197,CUST-0306,SUB-00380,16-Jan-2025,2025-01-31T00:00:00,$539.03,$26.95,$565.98,$256.28,partial,2025/02/06,wire,EUR
INV-01496,CUST-0145,SUB-00651,2024-01-02,17-Jan-2024,468.50,84.33,552.83,552.83,paid,01/16/2024 00:00,bank_transfer,USD
INV-02040,CUST-0276,SUB-00529,06-Aug-2025,09/05/2025 00:00,$875.24,$113.78,$989.02,$989.02,paid,2025-09-10T00:00:00,,USD
INV-00616,CUST-0380,SUB-00166,"Jan 18, 2025",2025-02-17,AED 752.63,AED 135.47,AED 888.10,AED 888.10,paid,"Feb 18, 2025",Credit Card,EUR
INV-00200,CUST-0233,SUB-00153,08-20-2024,2024-10-04T00:00:00,$1143.15,$57.16,$1200.31,$1200.31,paid,2024-10-07,paypal,EUR
INV-01297,CUST-0154,SUB-00191,2023-09-16T00:00:00,"Oct 16, 2023",$ 375.32,$ 30.03,$ 405.35,$ 405.35,paid,10-31-2023,paypal,AED
INV-00765,CUST-0419,SUB-09934,09/28/2023 00:00,2023-10-13T00:00:00,$1156.78,$208.22,$1365.00,$649.82,partial,11-11-2023,,USD
INV-02292,CUST-0034,SUB-00034,12/25/2022 00:00,09-Jan-2023,AED 1088.35,AED 87.07,AED 1175.42,AED 1175.42,paid,2023/01/09,Credit Card,EUR
INV-00950,CUST-0122,SUB-00307,2023-07-12T00:00:00,08/11/2023 00:00,$166.34,$21.62,$187.96,,Overdue,null,Credit Card,USD
INV-01308,CUST-0010,SUB-00321,08-07-2022,21-Sep-2022,$100.90,$10.09,$110.99,$110.99,paid,20/09/2022,credit_card,USD
INV-02121,CUST-0022,SUB-00528,11/23/2024 00:00,2025-01-07,$502.15,$65.28,$567.43,$567.43,paid,01-05-2025,credit_card,GBP
INV-01859,CUST-0246,SUB-00723,"Dec 18, 2025",17-Jan-2026,$768.46,$61.48,$829.94,$829.94,paid,17-Jan-2026,wire,USD
INV-00614,CUST-0389,SUB-00432,2024-05-02T00:00:00,2024-07-01,EUR 923.90,EUR 184.78,EUR 1108.68,EUR 905.00,partial,2024-07-30,paypal,EUR
INV-00202,CUST-0156,SUB-00764,07/16/2025 00:00,2025-08-15T00:00:00,$783.34,$141.00,$924.34,$320.70,partial,2025/09/03,bank_transfer,EUR
INV-01992,CUST-0263,SUB-00666,2024-04-09T00:00:00,"May 09, 2024",AED 314.36,AED 62.87,AED 377.23,AED 377.23,paid,14/05/2024,Credit Card,USD
INV-02543,CUST-0332,SUB-00030,2023/09/28,2023/10/28,$272.57,$35.43,$308.00,$308.00,paid,10-31-2023,wire,USD
INV-01620,CUST-0146,SUB-00456,2023-01-04,03-Feb-2023,$ 373.47,$ 0.00,$ 373.47,$ 373.47,paid,2023-02-13,bank_transfer,AED
INV-00577,CUST-0476,SUB-00023,2023-01-01,02-Mar-2023,$375.16,$75.03,$450.19,$450.19,paid,2023-03-07T00:00:00,Credit Card,USD
INV-01806,CUST-0243,SUB-00368,04/25/2025 00:00,2025-05-10,$ 1051.97,$ 84.16,$ 1136.13,$ 1136.13,paid,2025-08-08T00:00:00,bank_transfer,USD
INV-01027,CUST-0356,SUB-00318,2024-03-02T00:00:00,04/01/2024 00:00,$1144.18,$0.00,$1144.18,$1144.18,paid,2024-04-02,,AED
INV-02509,CUST-0103,SUB-00213,"Apr 01, 2025",2025-04-16,EUR 1151.00,EUR 149.63,EUR 1300.63,EUR 1300.63,paid,2025-04-26,wire,AED
INV-00195,CUST-0415,SUB-00336,23-Jun-2022,08-07-2022,$833.26,$166.65,$999.91,$999.91,paid,"Oct 06, 2022",credit_card,EUR
INV-01934,CUST-0476,SUB-00231,03/23/2023 00:00,2023-05-22,$ 870.60,$ 174.12,$ 1044.72,$ 1044.72,paid,27/05/2023,Credit Card,GBP
INV-01998,CUST-0158,SUB-00433,2023/12/30,02-28-2024,AED 304.17,AED 15.21,AED 319.38,AED 319.38,paid,28/05/2024,Credit Card,USD
INV-01324,CUST-0074,SUB-00344,2022/09/17,2022-10-02,$533.30,$0.00,$533.30,$533.30,paid,2022-11-01T00:00:00,,USD
INV-01461,CUST-0029,SUB-00058,07/14/2025 00:00,"Aug 13, 2025",$1120.83,$112.08,$1232.91,$1232.91,paid,11-Nov-2025,Credit Card,EUR
INV-00505,CUST-0477,SUB-00123,12/19/2023 00:00,01/18/2024 00:00,$ 315.33,$ 0.00,$ 315.33,$ 315.33,paid,18-Mar-2024,PAYPAL,GBP
INV-00238,CUST-0063,SUB-00630,2023/08/30,09-14-2023,$ 805.76,$ 64.46,$ 870.22,$0.00,unpaid,,Credit Card,AED
INV-02687,CUST-0218,SUB-00121,25/10/2025,2025-11-24T00:00:00,$611.02,$0.00,$611.02,$611.02,paid,27/11/2025,PAYPAL,EUR
INV-02695,CUST-0112,SUB-00771,14-Nov-2024,14/12/2024,$851.85,$170.37,$1022.22,$1022.22,paid,19-Dec-2024,paypal,GBP
INV-01676,CUST-0131,SUB-00524,2023-05-31T00:00:00,2023-07-15T00:00:00,1070.77,139.20,1209.97,1209.97,paid,"Jul 25, 2023",credit_card,USD
INV-00247,CUST-0101,SUB-00262,2022-07-26T00:00:00,09/24/2022 00:00,EUR 743.49,EUR 37.17,EUR 780.66,EUR 780.66,paid,10/09/2022 00:00,PAYPAL,USD
INV-00995,CUST-0082,SUB-00054,07-09-2025,2025/07/24,AED 1017.57,AED 101.76,AED 1119.33,AED 1119.33,paid,2025-07-23T00:00:00,credit_card,USD
INV-02456,CUST-0084,SUB-00275,16-Jan-2023,15/02/2023,AED 182.55,AED 32.86,AED 215.41,AED 215.41,paid,2023-02-25T00:00:00,paypal,USD
INV-01780,CUST-0368,SUB-00199,11-03-2022,2022-11-18,$275.77,$35.85,$311.62,$311.62,paid,11-21-2022,wire,EUR
INV-01261,CUST-0411,SUB-00070,12/23/2022 00:00,2023/01/22,$457.69,$69.23,$549.23,$549.23,paid,08/03/2023,paypal,USD
INV-01515,CUST-0400,SUB-00118,"Jun 26, 2025",07-26-2025,USD 378.11,USD 68.06,USD 446.17,USD 446.17,paid,08-05-2025,PAYPAL,EUR
INV-00629,CUST-0307,SUB-00615,01-Sep-2024,10/16/2024 00:00,$321.76,$16.61,$379.68,$379.68,paid,10-21-2024,wire,USD
INV-01558,CUST-0023,SUB-00642,11-25-2025,25-Dec-2025,$153.04,$9.18,$165.28,$165.28,paid,12/25/2025 00:00,PAYPAL,GBP
